0.20480075,0.768004,0.5120000,0.1536000,0.2048000,0.0000,0.8448000,0.18944129,0.27904176,0.8704002,0.0000,0.13312011,0.0000,0.4864000,0.2048002,0.23296067,0.28416110,0.29696101,0.28160116,0.24320084,0.30976112,0.25856115,0.23808046,0.30720109,0.27648032,0.41472004,0.512040,0.40960000,0.512000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0188,0.22016077,0.36608211,0.12288016,0.48384035,0.61696031,0.8704095,0.20736226,0.60928130,0.4096066,0.19712247,0.49152199,0.37120093,0.35072034,0.28928117,0.60416073
,0.60160197,0.24320178,0.56576221,0.62976223,0.25344059,0.9216139,0.53760040,0.26880137,0.49664165,0.20992106,0.52480155,0.14080111,0.56832140,0.48384190,0.15104074,0.37120061,0.33024117,0.23552171,0.4608221,0.5120043,0.37888129,0.41472154,0.28928181,0.11008209,0.36608237,0.55040252,0.768202,0.39936039,0.35328017,0.41216021,0.37888232,0.1024014,0.56576109,0.24064191,0.23040111,0.20224006,0.23552022,0.41472149,0.11008209,0.56832123,0.62208017,0.25344071,0.63232032,0.35072043,0.46080001,0.5376078,0.27136109,0.9472241,0.57600211,0.60928176,0.8448244,0.5888217,0.256190,0.23808173,0.56832099,0.43520149,0.1792229,0.29440031,0.12544208,0.26112125,0.7936008,0.22528206,0.8192123,0.8192214,0.32512035,0.12800228,0.49408244,0.57344188,0.38400063,0.42240192,0.56320131,0.31744176,0.55808184,0.56064034,0.32768162,0.60416083,0.4864029,0.2304148,0.34816024,0.8960056,0.9472062,0.53248199,0.20224138,0.62720082,0.59136186,0.44544057,0.1280166,0.59648065,0.34304132,0.17664007,0.6656241,0.49152122,0.3584238,0.19712196,0.50176023,0.29440120,0.64256191,0.14592060,0.27392203,0.28672173
,0.46336087,0.55808131,0.39680157,0.15616194,0.6400171,0.10496056,0.5888090,0.11264069,0.53504065,0.46848066,0.31744134,0.39424028,0.33792207,0.48640028,0.17152143,0.6656091,0.6144181,0.60160201,0.52736101,0.27648102,0.64512063,0.18432055,0.4096081,0.28928213,0.35584184,0.44544081,0.23040192,0.32000245,0.2048212,0.24320209,0.39424155,0.55552226,0.35840216,0.25344160,0.50688071,0.768195,0.45568164,0.33536097,0.23808064,0.54784061,0.23808026,0.9472143,0.30976060,0.6400142,0.45312032,0.23552047,0.26624066,0.19456211,0.3072091,0.4352034,0.54016100,0.47104061,0.14080157,0.53504007,0.10752025,0.7936171,0.37120001,0.18688230,0.60416166,0.27392028,0.26112122,0.14848207,0.48128217,0.8448075,0.49664085,0.60160207,0.41216101,0.37120120,0.43008131,0.44032192,0.1536087,0.52992246,0.49408025,0.37120014,0.31232146,0.33792243,0.9984177,0.50176152,0.13824184,0.37632233,0.16640177,0.34048246,0.17408139,0.15360070,0.8448244,0.11008045,0.27136028,0.64512057,0.47872009,0.4096247,0.3840003,0.38400135,0.29952117,0.49408174,0.19968022,0.28672224,0.32000048,0.49152002,0.27392178,0.17664190
,0.43008252,0.26112143,0.52224086,0.40960129,0.47360166,0.65024184,0.52224193,0.52736095,0.33792103,0.768208,0.0143,0.5376159,0.62464247,0.57600254,0.1792156,0.32256231,0.37632072,0.12288147,0.10496235,0.61440026,0.55296146,0.18944192,0.27648185,0.1792138,0.65024003,0.15616070,0.41472187,0.13056094,0.56832041,0.61184102,0.21248233,0.16384047,0.31488167,0.9216237,0.40704161,0.64000190,0.38912253,0.65280002,0.7936019,0.8960017,0.55552003,0.24832139,0.38912176,0.256030,0.51968223,0.11520032,0.43520237,0.16128024,0.41472189,0.14080099,0.62464192,0.55296225,0.62464230,0.56576252,0.1536000,0.0255,0.65280003,0.0080,0.19200003,0.1024020,0.0006,0.0008,0.0000,0.0033,0.0153,0.21760126,0.1280004,0.256000,0.0225,0.512000,0.0011,0.0008,0.512095,0.29184101,0.27648115,0.12032046,0.29184101,0.27648115,0.8192162,0.1024002,0.10240160,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.44032146,0.52992074,0.49920064,0.4096198,0.61184130,0.61184176,0.52224189,0.39168180,0.35328136,0.13312233,0.17664132,0.56832068,0.57856003,0.3072187,0.54016036,0.38912253,0.49920238,0.21504219,0.46848119,0.11520136,0.1536106,0.53760131,0.50944157,0.63744230,0.39680223,0.31744236,0.31232115,0.45056131,0.31232231,0.38912122,0.61184042,0.22528022,0.9472040,0.30208218,0.39680222,0.46336021,0.48128054,0.20224139,0.31488080,0.18688200,0.6400026,0.48128227,0.2560142,0.39936096,0.21248095,0.24320173,0.24320120,0.8192201,0.17152169,0.60160067,0.20992217,0.50432165,0.2560058,0.37120240,0.32768152,0.29696199,0.38400082,0.57600003,0.47872220,0.55552249,0.26624073,0.61952051
,0.46592024,0.18432191,0.20736203,0.47104042,0.51968059,0.35840191,0.15616160,0.7680121,0.43520173,0.43264032,0.28160205,0.3328168,0.58880024,0.61952230,0.30976111,0.48896219,0.62720154,0.7936189,0.56832091,0.30208114,0.26112005,0.61952065,0.55296025,0.13824139,0.4096051,0.23296148,0.15872095,0.41728026,0.35328045,0.19200005,0.50688235,0.59136092,0.19968072,0.8448020,0.6400027,0.61440060,0.53504234,0.29184162,0.48896175,0.17664203,0.16896134,0.33792080,0.64256200,0.54016060,0.24320138,0.10496160,0.58624229,0.16384243,0.4352141,0.5376063,0.59648124,0.63488104,0.12288071,0.29696202,0.30208138,0.58880246,0.16128105,0.62464062,0.35072183,0.13056241,0.39936052,0.57088072,0.14336250,0.38912245,0.9984000,0.0000,0.65280255,0.768000,0.20480075,0.768004,0.5120000,0.1536000,0.2048000,0.0000,0.8448000,0.25088223,0.20736022,0.48896005,0.0000,0.25600050,0.0000,0.7168000,0.2048001,0.30464111,0.29184100,0.12032095,0.29184101,0.27648115,0.12032100,0.28416099,0.29952109,0.25856110,0.29696046,0.30720109,0.27648046,0.29184101,0.27648115,0.8192162,0.1024001,0.10240160
